task_id,when_ready,when_running,when_waiting_retrieval,when_retrieved,when_done,worker_committed,worker_slot,time_commit_start,time_commit_end,time_input_mgr,size_input_mgr,time_worker_start,time_worker_end,time_output_mgr,size_output_mgr,when_input_sent,when_output_received,cores_requested,gpus_requested,memory_requested(MB),disk_requested(MB),retrieved_status,done_status,done_code,category
492,1716494677.218181,1716497933.35439,1716497942.262536,1716497942.332826,1716497942.332905,worker-cb7c6c4c5130033fdb68942b826bc325,59,1716497933.353858,1716497933.35436,0.000502,4.291534423828125e-05,1716497933.354441,1716497942.261666,0.064157,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
493,1716494677.219151,1716498099.160114,1716498107.233077,1716498107.242696,1716498107.24278,worker-cb7c6c4c5130033fdb68942b826bc325,19,1716498099.159507,1716498099.160084,0.000577,4.291534423828125e-05,1716498099.16017,1716498107.232224,0.001682,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
494,1716494677.221101,1716497921.066546,1716497929.211856,1716497929.216697,1716497929.216753,worker-cb7c6c4c5130033fdb68942b826bc325,54,1716497921.066018,1716497921.066517,0.000499,4.291534423828125e-05,1716497921.066624,1716497929.21123,0.001025,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
495,1716494677.222105,1716497933.684556,1716497942.4483,1716497942.45383,1716497942.453894,worker-cb7c6c4c5130033fdb68942b826bc325,28,1716497933.684,1716497933.684529,0.000529,4.291534423828125e-05,1716497933.684746,1716497942.447431,0.001682,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
496,1716494677.223391,1716497958.843433,1716497967.172076,1716497967.178163,1716497967.178227,worker-cb7c6c4c5130033fdb68942b826bc325,61,1716497958.842927,1716497958.843406,0.000479,4.291534423828125e-05,1716497958.843504,1716497967.171424,0.001357,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
497,1716494677.224363,1716497975.79691,1716497984.309529,1716497984.316491,1716497984.316564,worker-cb7c6c4c5130033fdb68942b826bc325,64,1716497975.796425,1716497975.79688,0.000455,4.291534423828125e-05,1716497975.796984,1716497984.308688,0.001761,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
498,1716494677.22532,1716498052.063558,1716498062.243646,1716498062.250504,1716498062.250561,worker-cb7c6c4c5130033fdb68942b826bc325,43,1716498052.063022,1716498052.063531,0.000509,4.291534423828125e-05,1716498052.063619,1716498062.243024,0.001326,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
499,1716494677.22626,1716497864.421866,1716497872.799267,1716497872.802315,1716497872.802397,worker-cb7c6c4c5130033fdb68942b826bc325,17,1716497864.421318,1716497864.421837,0.000519,4.291534423828125e-05,1716497864.421938,1716497872.79845,0.001279,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
500,1716494677.227215,1716497950.612839,1716497958.751248,1716497958.771435,1716497958.771517,worker-cb7c6c4c5130033fdb68942b826bc325,10,1716497950.612318,1716497950.612812,0.000494,4.291534423828125e-05,1716497950.612864,1716497958.750657,0.00429,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
501,1716494677.228173,1716497899.805177,1716497908.347759,1716497908.359845,1716497908.359895,worker-cb7c6c4c5130033fdb68942b826bc325,60,1716497899.804706,1716497899.805149,0.000443,4.291534423828125e-05,1716497899.805242,1716497908.34715,0.001453,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
502,1716494677.229119,1716494732.235978,1716494741.814124,1716494741.818911,1716494741.819026,worker-cb7c6c4c5130033fdb68942b826bc325,64,1716494732.23547,1716494732.235952,0.000482,4.291534423828125e-05,1716494732.236069,1716494741.812101,0.003111,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
503,1716494677.230036,1716494741.916664,1716495415.75586,1716495415.764758,1716495415.764834,worker-cb7c6c4c5130033fdb68942b826bc325,48,1716494741.916169,1716494741.916637,0.000468,4.291534423828125e-05,1716495405.43394,1716495414.59672,0.001216,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
504,1716494677.230977,1716494743.966986,1716495416.030057,1716495416.032315,1716495416.032367,worker-cb7c6c4c5130033fdb68942b826bc325,15,1716494743.966443,1716494743.966957,0.000514,4.291534423828125e-05,1716495405.434144,1716495416.029396,0.001156,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
505,1716494677.231912,1716498099.676994,1716498107.937555,1716498107.94786,1716498107.947933,worker-cb7c6c4c5130033fdb68942b826bc325,40,1716498099.676296,1716498099.676924,0.000628,4.291534423828125e-05,1716498099.677015,1716498107.936712,0.002345,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
506,1716494677.232856,1716497251.025477,1716497255.64133,1716497255.646505,1716497255.646666,worker-cb7c6c4c5130033fdb68942b826bc325,9,1716497251.02501,1716497251.025442,0.000432,4.291534423828125e-05,1716497251.025595,1716497255.479395,0.001279,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
507,1716494677.233796,1716498042.485952,1716498049.382583,1716498049.397124,1716498049.397222,worker-cb7c6c4c5130033fdb68942b826bc325,39,1716498042.485471,1716498042.485923,0.000452,4.291534423828125e-05,1716498042.486,1716498048.64597,0.001264,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
508,1716494677.234745,1716497933.055363,1716497941.382705,1716497941.386205,1716497941.386269,worker-cb7c6c4c5130033fdb68942b826bc325,38,1716497933.054875,1716497933.055337,0.000462,4.291534423828125e-05,1716497933.055417,1716497941.32187,0.001497,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
509,1716494677.235691,1716497913.748634,1716497922.200193,1716497922.210421,1716497922.210494,worker-cb7c6c4c5130033fdb68942b826bc325,2,1716497913.748101,1716497913.748605,0.000504,4.291534423828125e-05,1716497913.748714,1716497922.198688,0.002026,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
510,1716494677.236649,1716497906.739699,1716497914.82196,1716497914.837754,1716497914.837811,worker-cb7c6c4c5130033fdb68942b826bc325,3,1716497906.739165,1716497906.739671,0.000506,4.291534423828125e-05,1716497906.739748,1716497914.82133,0.00149,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
511,1716494677.237605,1716497994.585659,1716498003.352737,1716498003.359462,1716498003.359532,worker-cb7c6c4c5130033fdb68942b826bc325,22,1716497994.585155,1716497994.585631,0.000476,4.291534423828125e-05,1716497994.585719,1716498003.351897,0.001679,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
512,1716494677.238574,1716497897.297614,1716497905.459381,1716497905.466948,1716497905.467008,worker-cb7c6c4c5130033fdb68942b826bc325,15,1716497897.29711,1716497897.297587,0.000477,4.291534423828125e-05,1716497897.297688,1716497905.458728,0.002447,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
513,1716494677.239522,1716497269.990332,1716497276.310478,1716497276.316187,1716497276.31628,worker-cb7c6c4c5130033fdb68942b826bc325,15,1716497269.989856,1716497269.990306,0.00045,4.291534423828125e-05,1716497269.990393,1716497276.309717,0.001483,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
514,1716494677.240471,1716498062.251262,1716498071.237425,1716498071.244772,1716498071.244856,worker-cb7c6c4c5130033fdb68942b826bc325,43,1716498062.250764,1716498062.251231,0.000467,4.291534423828125e-05,1716498062.251325,1716498071.236531,0.001967,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
515,1716494677.241409,1716494694.613873,1716494704.724741,1716494704.726093,1716494704.72616,worker-cb7c6c4c5130033fdb68942b826bc325,34,1716494694.613447,1716494694.613847,0.0004,4.291534423828125e-05,1716494694.614093,1716494704.720372,0.001286,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
516,1716494677.242428,1716494740.232445,1716494744.630389,1716494744.633369,1716494744.633422,worker-cb7c6c4c5130033fdb68942b826bc325,36,1716494740.231947,1716494740.232417,0.00047,4.291534423828125e-05,1716494740.232501,1716494744.627755,0.001349,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
517,1716494677.243527,1716498008.956704,1716498017.997885,1716498018.01199,1716498018.012086,worker-cb7c6c4c5130033fdb68942b826bc325,51,1716498008.956216,1716498008.956676,0.00046,4.291534423828125e-05,1716498008.956763,1716498017.99703,0.002004,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
518,1716494677.24466,1716497844.680581,1716497854.541489,1716497854.545852,1716497854.545917,worker-cb7c6c4c5130033fdb68942b826bc325,41,1716497844.67984,1716497844.680537,0.000697,4.291534423828125e-05,1716497844.680871,1716497854.540689,0.001214,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
519,1716494677.245772,1716497883.523202,1716497892.304639,1716497892.313185,1716497892.313268,worker-cb7c6c4c5130033fdb68942b826bc325,43,1716497883.522713,1716497883.523175,0.000462,4.291534423828125e-05,1716497883.523275,1716497892.260064,0.002662,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
520,1716494677.246812,1716498088.245751,1716498097.150141,1716498097.204111,1716498097.204204,worker-cb7c6c4c5130033fdb68942b826bc325,10,1716498088.245142,1716498088.245721,0.000579,4.291534423828125e-05,1716498088.246526,1716498097.149524,0.049315,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
521,1716494677.247914,1716498045.175898,1716498049.380655,1716498051.882711,1716498051.882755,worker-cb7c6c4c5130033fdb68942b826bc325,17,1716498045.175362,1716498045.17587,0.000508,4.291534423828125e-05,1716498045.17597,1716498049.12705,0.001279,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
522,1716494677.249036,1716497917.044289,1716497925.0455,1716497925.05325,1716497925.053336,worker-cb7c6c4c5130033fdb68942b826bc325,31,1716497917.043823,1716497917.044258,0.000435,4.291534423828125e-05,1716497917.044338,1716497925.044628,0.001988,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
523,1716494677.250715,1716498022.331974,1716498030.392866,1716498030.399477,1716498030.399549,worker-cb7c6c4c5130033fdb68942b826bc325,62,1716498022.331441,1716498022.331945,0.000504,4.291534423828125e-05,1716498022.332053,1716498030.392005,0.0019,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
524,1716494677.251813,1716497949.720772,1716497957.386461,1716497957.399382,1716497957.39944,worker-cb7c6c4c5130033fdb68942b826bc325,51,1716497949.720252,1716497949.720745,0.000493,4.291534423828125e-05,1716497949.720836,1716497957.385728,0.00682,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
525,1716494677.25289,1716494744.464028,1716495415.754983,1716495415.92788,1716495415.927932,worker-cb7c6c4c5130033fdb68942b826bc325,59,1716494744.463559,1716494744.464002,0.000443,4.291534423828125e-05,1716495405.434891,1716495414.594751,0.001103,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
526,1716494677.253957,1716497880.795396,1716497889.58674,1716497889.592189,1716497889.592278,worker-cb7c6c4c5130033fdb68942b826bc325,32,1716497880.794886,1716497880.795367,0.000481,4.291534423828125e-05,1716497880.795463,1716497889.585751,0.001503,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
527,1716494677.255015,1716494705.099139,1716494715.234392,1716494715.239121,1716494715.239188,worker-cb7c6c4c5130033fdb68942b826bc325,7,1716494705.098671,1716494705.099113,0.000442,4.291534423828125e-05,1716494705.099201,1716494715.231464,0.001306,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
528,1716494677.256156,1716498013.610674,1716498021.861528,1716498021.867669,1716498021.867737,worker-cb7c6c4c5130033fdb68942b826bc325,53,1716498013.610163,1716498013.610645,0.000482,4.291534423828125e-05,1716498013.610724,1716498021.860685,0.001313,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
529,1716494677.257234,1716497923.009366,1716497931.335556,1716497931.34057,1716497931.340638,worker-cb7c6c4c5130033fdb68942b826bc325,53,1716497923.008949,1716497923.009338,0.000389,4.291534423828125e-05,1716497923.010252,1716497931.334467,0.002073,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
530,1716494677.258356,1716494714.862705,1716494722.756157,1716494722.759653,1716494722.759718,worker-cb7c6c4c5130033fdb68942b826bc325,57,1716494714.862231,1716494714.86268,0.000449,4.291534423828125e-05,1716494714.862768,1716494722.755372,0.001139,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
531,1716494677.259434,1716498097.969016,1716498106.581344,1716498106.600787,1716498106.600853,worker-cb7c6c4c5130033fdb68942b826bc325,9,1716498097.968482,1716498097.968988,0.000506,4.291534423828125e-05,1716498097.969083,1716498106.580634,0.002333,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
532,1716494677.260515,1716498126.497249,1716498133.88746,1716498133.995538,1716498134.044196,worker-cb7c6c4c5130033fdb68942b826bc325,61,1716498126.496785,1716498126.49722,0.000435,4.291534423828125e-05,1716498126.497326,1716498133.84906,0.006576,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
533,1716494677.262439,1716497243.70706,1716497247.372759,1716497247.376106,1716497247.376222,worker-cb7c6c4c5130033fdb68942b826bc325,5,1716497243.706517,1716497243.707027,0.00051,4.291534423828125e-05,1716497243.707475,1716497247.309588,0.001183,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
534,1716494677.26355,1716495415.940731,1716496978.360697,1716496978.369011,1716496978.369099,worker-cb7c6c4c5130033fdb68942b826bc325,12,1716495415.940295,1716495415.940706,0.000411,4.291534423828125e-05,1716496967.756578,1716496978.359833,0.002283,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
535,1716494677.264599,1716497923.99354,1716497932.295283,1716497932.305644,1716497932.305713,worker-cb7c6c4c5130033fdb68942b826bc325,26,1716497923.993042,1716497923.993511,0.000469,4.291534423828125e-05,1716497923.993591,1716497932.294412,0.001933,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
536,1716494677.265705,1716498007.604141,1716498016.919531,1716498016.925087,1716498016.925136,worker-cb7c6c4c5130033fdb68942b826bc325,42,1716498007.603589,1716498007.60411,0.000521,4.291534423828125e-05,1716498007.604225,1716498016.918862,0.001403,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
537,1716494677.266774,1716498020.986598,1716498030.177808,1716498030.186865,1716498030.186923,worker-cb7c6c4c5130033fdb68942b826bc325,2,1716498020.986102,1716498020.986572,0.00047,4.291534423828125e-05,1716498020.986635,1716498030.173984,0.004113,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
538,1716494677.267827,1716497963.783374,1716497972.203715,1716497972.217912,1716497972.217978,worker-cb7c6c4c5130033fdb68942b826bc325,3,1716497963.78288,1716497963.783344,0.000464,4.291534423828125e-05,1716497963.78343,1716497972.20292,0.002262,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
539,1716494677.268911,1716497964.741109,1716497972.863999,1716497972.872197,1716497972.872279,worker-cb7c6c4c5130033fdb68942b826bc325,44,1716497964.740606,1716497964.74108,0.000474,4.291534423828125e-05,1716497964.741155,1716497972.863153,0.0022,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
540,1716494677.269968,1716494721.870097,1716494730.722495,1716494730.724646,1716494730.724713,worker-cb7c6c4c5130033fdb68942b826bc325,47,1716494721.869654,1716494721.870069,0.000415,4.291534423828125e-05,1716494721.880749,1716494730.721596,0.001312,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
541,1716494677.271071,1716498032.094065,1716498040.360715,1716498040.365473,1716498040.365531,worker-cb7c6c4c5130033fdb68942b826bc325,56,1716498032.093332,1716498032.094035,0.000703,4.291534423828125e-05,1716498032.094129,1716498040.355344,0.001629,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
542,1716494677.272807,1716498071.872815,1716498082.268671,1716498082.275273,1716498082.275341,worker-cb7c6c4c5130033fdb68942b826bc325,40,1716498071.872374,1716498071.872791,0.000417,4.291534423828125e-05,1716498071.87296,1716498082.268075,0.001359,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
543,1716494677.274459,1716498107.655216,1716498116.062288,1716498116.074857,1716498116.074912,worker-cb7c6c4c5130033fdb68942b826bc325,37,1716498107.654235,1716498107.655187,0.000952,4.291534423828125e-05,1716498107.65515,1716498116.061651,0.002976,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
544,1716494677.27562,1716494722.377935,1716494731.511576,1716494731.516353,1716494731.516415,worker-cb7c6c4c5130033fdb68942b826bc325,60,1716494722.377429,1716494722.377905,0.000476,4.291534423828125e-05,1716494722.377998,1716494731.510683,0.001431,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
545,1716494677.276775,1716498106.601824,1716498115.115329,1716498115.12832,1716498115.128375,worker-cb7c6c4c5130033fdb68942b826bc325,9,1716498106.601194,1716498106.601794,0.0006,4.291534423828125e-05,1716498106.601871,1716498115.114706,0.001903,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
546,1716494677.278497,1716498044.341209,1716498049.380949,1716498051.866395,1716498051.86644,worker-cb7c6c4c5130033fdb68942b826bc325,57,1716498044.340742,1716498044.341182,0.00044,4.291534423828125e-05,1716498044.341318,1716498048.940005,0.001232,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
547,1716494677.279701,1716497970.854022,1716497979.025568,1716497979.03474,1716497979.034824,worker-cb7c6c4c5130033fdb68942b826bc325,2,1716497970.85352,1716497970.85399,0.00047,4.291534423828125e-05,1716497970.854062,1716497979.024712,0.002246,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
548,1716494677.280892,1716497998.520427,1716498006.422036,1716498006.434562,1716498006.434622,worker-cb7c6c4c5130033fdb68942b826bc325,27,1716497998.519932,1716497998.520398,0.000466,4.291534423828125e-05,1716497998.520509,1716498006.421246,0.001979,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
549,1716494677.282016,1716497287.181029,1716497384.046166,1716497384.10403,1716497384.104101,worker-cb7c6c4c5130033fdb68942b826bc325,56,1716497287.180507,1716497287.181003,0.000496,4.291534423828125e-05,1716497372.558425,1716497384.030092,0.001499,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
550,1716494677.283138,1716497965.888677,1716497973.816045,1716497973.823706,1716497973.823788,worker-cb7c6c4c5130033fdb68942b826bc325,27,1716497965.888165,1716497965.88865,0.000485,4.291534423828125e-05,1716497965.888734,1716497973.815278,0.00148,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
551,1716494677.287565,1716498088.745559,1716498097.103433,1716498097.110261,1716498097.110315,worker-cb7c6c4c5130033fdb68942b826bc325,4,1716498088.74503,1716498088.745524,0.000494,4.291534423828125e-05,1716498088.745599,1716498097.1028,0.001934,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
552,1716494677.289646,1716497873.909543,1716497881.942949,1716497881.947401,1716497881.947456,worker-cb7c6c4c5130033fdb68942b826bc325,44,1716497873.909045,1716497873.909512,0.000467,4.291534423828125e-05,1716497873.909593,1716497881.942232,0.001754,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
553,1716494677.29161,1716497955.943713,1716497964.457691,1716497964.461559,1716497964.461618,worker-cb7c6c4c5130033fdb68942b826bc325,33,1716497955.943229,1716497955.943686,0.000457,4.291534423828125e-05,1716497955.943775,1716497964.453681,0.001649,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
554,1716494677.292946,1716498116.418517,1716498127.008699,1716498127.01632,1716498127.016378,worker-cb7c6c4c5130033fdb68942b826bc325,59,1716498116.417736,1716498116.418471,0.000735,4.291534423828125e-05,1716498116.418537,1716498127.008387,0.001353,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
555,1716494677.29411,1716497260.414269,1716497265.273564,1716497265.43133,1716497265.431388,worker-cb7c6c4c5130033fdb68942b826bc325,14,1716497260.413534,1716497260.414229,0.000695,4.291534423828125e-05,1716497260.414329,1716497264.93921,0.001322,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
556,1716494677.295034,1716498126.277483,1716498133.887492,1716498133.902498,1716498134.044726,worker-cb7c6c4c5130033fdb68942b826bc325,28,1716498126.277012,1716498126.277458,0.000446,4.291534423828125e-05,1716498126.278628,1716498133.850197,0.00241,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
557,1716494677.295914,1716497244.679507,1716497250.113929,1716497251.017343,1716497251.01741,worker-cb7c6c4c5130033fdb68942b826bc325,25,1716497244.678995,1716497244.679478,0.000483,4.291534423828125e-05,1716497244.679727,1716497249.972863,0.001205,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
558,1716494677.296784,1716498131.329142,1716498134.778576,1716498134.787931,1716498134.790883,worker-cb7c6c4c5130033fdb68942b826bc325,10,1716498131.328657,1716498131.329115,0.000458,4.291534423828125e-05,1716498131.329202,1716498134.778337,0.0014,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
559,1716494677.297657,1716497982.355098,1716497990.399829,1716497990.416596,1716497990.416672,worker-cb7c6c4c5130033fdb68942b826bc325,34,1716497982.354608,1716497982.355069,0.000461,4.291534423828125e-05,1716497982.355163,1716497990.398986,0.001911,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
560,1716494677.298561,1716498017.558855,1716498025.677112,1716498025.687799,1716498025.687872,worker-cb7c6c4c5130033fdb68942b826bc325,58,1716498017.558287,1716498017.558828,0.000541,4.291534423828125e-05,1716498017.55891,1716498025.676218,0.001713,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
561,1716494677.299458,1716498096.917986,1716498105.004298,1716498105.015889,1716498105.015959,worker-cb7c6c4c5130033fdb68942b826bc325,17,1716498096.91724,1716498096.917957,0.000717,4.291534423828125e-05,1716498096.919216,1716498105.003458,0.001962,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
562,1716494677.300354,1716495417.011793,1716496978.406188,1716496978.409637,1716496978.409691,worker-cb7c6c4c5130033fdb68942b826bc325,18,1716495417.011321,1716495417.011767,0.000446,4.291534423828125e-05,1716496967.758835,1716496978.400266,0.001849,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
563,1716494677.301224,1716498019.363053,1716498027.719173,1716498027.729635,1716498027.729718,worker-cb7c6c4c5130033fdb68942b826bc325,1,1716498019.362581,1716498019.363025,0.000444,4.291534423828125e-05,1716498019.363119,1716498027.718249,0.001578,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
564,1716494677.302155,1716497899.378349,1716497907.351353,1716497907.360795,1716497907.360862,worker-cb7c6c4c5130033fdb68942b826bc325,27,1716497899.37785,1716497899.378322,0.000472,4.291534423828125e-05,1716497899.378393,1716497907.350535,0.001475,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
565,1716494677.303006,1716497891.320338,1716497899.858111,1716497899.876171,1716497899.876241,worker-cb7c6c4c5130033fdb68942b826bc325,64,1716497891.319834,1716497891.320311,0.000477,4.291534423828125e-05,1716497891.320391,1716497899.857492,0.015356,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
566,1716494677.30389,1716497865.956963,1716497874.667428,1716497874.672216,1716497874.672278,worker-cb7c6c4c5130033fdb68942b826bc325,50,1716497865.956501,1716497865.956935,0.000434,4.291534423828125e-05,1716497865.958627,1716497874.667083,0.001425,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
567,1716494677.304771,1716497854.20206,1716497864.284557,1716497864.28942,1716497864.289495,worker-cb7c6c4c5130033fdb68942b826bc325,25,1716497854.201574,1716497854.202032,0.000458,4.291534423828125e-05,1716497854.202118,1716497864.283674,0.001355,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
568,1716494677.305644,1716497958.314157,1716497966.911208,1716497966.920563,1716497966.920654,worker-cb7c6c4c5130033fdb68942b826bc325,63,1716497958.31367,1716497958.314128,0.000458,4.291534423828125e-05,1716497958.314233,1716497966.910274,0.004159,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
569,1716494677.306551,1716498129.947214,1716498134.67412,1716498134.682288,1716498134.682334,worker-cb7c6c4c5130033fdb68942b826bc325,41,1716498129.946713,1716498129.947185,0.000472,4.291534423828125e-05,1716498129.947276,1716498134.673872,0.001522,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
570,1716494677.307419,1716497844.366795,1716497854.053842,1716497854.058289,1716497854.058349,worker-cb7c6c4c5130033fdb68942b826bc325,21,1716497844.365924,1716497844.366767,0.000843,4.291534423828125e-05,1716497844.366852,1716497854.053206,0.001333,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
571,1716494677.308319,1716498004.864703,1716498014.264987,1716498014.285914,1716498014.285987,worker-cb7c6c4c5130033fdb68942b826bc325,62,1716498004.864221,1716498004.864676,0.000455,4.291534423828125e-05,1716498004.864766,1716498014.264162,0.004509,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
572,1716494677.309194,1716497261.874697,1716497266.880117,1716497268.415275,1716497268.415414,worker-cb7c6c4c5130033fdb68942b826bc325,31,1716497261.874176,1716497261.874668,0.000492,4.291534423828125e-05,1716497261.874745,1716497266.752288,0.00142,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
573,1716494677.310384,1716498070.550216,1716498080.474952,1716498080.484055,1716498080.484108,worker-cb7c6c4c5130033fdb68942b826bc325,48,1716498070.549718,1716498070.550191,0.000473,4.291534423828125e-05,1716498070.550272,1716498080.474215,0.001427,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
574,1716494677.3113,1716497932.549127,1716497940.932167,1716497941.097036,1716497941.097107,worker-cb7c6c4c5130033fdb68942b826bc325,42,1716497932.548652,1716497932.549099,0.000447,4.291534423828125e-05,1716497932.549181,1716497940.931315,0.002226,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
575,1716494677.312598,1716494741.339054,1716495415.755497,1716495415.905215,1716495415.905277,worker-cb7c6c4c5130033fdb68942b826bc325,42,1716494741.338581,1716494741.339027,0.000446,4.291534423828125e-05,1716495405.433405,1716495414.604561,0.001663,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
576,1716494677.313514,1716497882.901482,1716497891.413821,1716497891.423721,1716497891.423777,worker-cb7c6c4c5130033fdb68942b826bc325,42,1716497882.900974,1716497882.901454,0.00048,4.291534423828125e-05,1716497882.901541,1716497891.413225,0.001896,0.0001077651977539062,,,0,0,0,0,RETRIEVED,SUCCESS,0,default
